timestamp,ip,method,path,status,bytes,user_agent
2026-09-05 17:23:05,103.21.193.198,POST,/health,200,11312,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-06 20:13:38,103.21.188.199,GET,/,200,17598,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-01 09:17:26,103.21.197.126,POST,/health,200,22057,Mozilla/5.0 (Linux; Android 15) Chrome/140.0 Mobile
2026-09-04 14:20:38,103.21.29.74,GET,/contact,200,1703,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-03 10:30:51,103.21.29.74,GET,/about,200,24490,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-07 13:37:03,103.21.97.191,GET,/s3,200,17177,Mozilla/5.0 (Linux; Android 15) Chrome/140.0 Mobile
2026-09-07 22:39:05,103.21.118.37,POST,/monitoring,200,12299,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-07 08:35:55,103.21.197.126,GET,/student-portal/,404,21161,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-04 20:13:01,103.21.158.21,GET,/architecture,200,4644,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-07 18:17:49,103.21.75.74,GET,/monitoring,200,11174,Mozilla/5.0 (Linux; Android 15) Chrome/140.0 Mobile
2026-09-05 23:25:34,103.21.181.184,GET,/about,200,5517,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-06 10:52:51,103.21.221.244,GET,/projects,200,6365,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-03 12:34:44,103.21.201.147,GET,/about,200,6582,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-05 14:39:31,103.21.129.244,GET,/projects,200,18284,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-02 15:47:26,103.21.176.126,GET,/s3,200,747,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-06 08:37:54,103.21.29.74,GET,/health,200,6769,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-07 15:27:12,103.21.188.199,GET,/projects,401,12701,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-06 16:55:27,103.21.132.164,GET,/contact,200,10615,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-04 20:35:38,103.21.58.230,GET,/health,200,3082,Mozilla/5.0 (Linux; Android 15) Chrome/140.0 Mobile
2026-09-02 17:39:44,103.21.143.108,GET,/about,200,14521,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-06 16:09:41,103.21.210.26,GET,/health,200,16116,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-04 19:53:22,103.21.201.147,GET,/health,200,12263,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-01 14:40:37,103.21.176.126,GET,/student-portal/,200,15853,Mozilla/5.0 (Linux; Android 15) Chrome/140.0 Mobile
2026-09-07 16:50:33,103.21.225.166,GET,/health,200,3139,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-05 07:59:28,103.21.154.160,GET,/health,200,15473,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-03 16:09:57,103.21.201.147,GET,/,200,18023,Mozilla/5.0 (Linux; Android 15) Chrome/140.0 Mobile
2026-09-01 02:02:47,103.21.225.166,GET,/health,200,11474,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-03 13:30:15,103.21.88.23,GET,/architecture,200,10743,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-02 05:15:38,103.21.20.186,GET,/health,200,19851,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-02 15:01:31,103.21.251.238,GET,/security,200,10155,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-07 19:20:17,103.21.132.164,POST,/,200,17879,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-05 16:51:13,103.21.27.227,POST,/about,201,14128,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-01 22:15:12,103.21.29.74,GET,/security,301,8867,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-06 20:02:13,103.21.143.108,GET,/monitoring,200,23236,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-01 19:32:40,103.21.193.198,GET,/,200,21860,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-05 13:00:18,103.21.132.166,GET,/student-portal/,200,23460,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-05 16:33:37,103.21.158.21,GET,/health,200,7980,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-01 15:15:02,103.21.97.191,GET,/monitoring,200,20899,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-02 11:10:35,103.21.118.37,GET,/architecture,401,15839,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-07 02:04:47,103.21.201.147,POST,/contact,200,16043,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-04 17:20:11,103.21.143.108,GET,/,200,23371,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-03 17:42:36,103.21.118.37,GET,/,200,1188,Mozilla/5.0 (Linux; Android 15) Chrome/140.0 Mobile
2026-09-02 12:24:56,103.21.209.229,POST,/s3,200,10555,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-06 21:21:58,103.21.197.126,GET,/monitoring,200,15948,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-06 16:32:59,103.21.143.138,GET,/,200,17783,Mozilla/5.0 (Linux; Android 15) Chrome/140.0 Mobile
2026-09-04 10:16:01,103.21.116.3,GET,/architecture,200,15051,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-04 09:53:20,103.21.27.227,GET,/student-portal/,200,15049,Mozilla/5.0 (Linux; Android 15) Chrome/140.0 Mobile
2026-09-04 12:47:39,103.21.143.138,GET,/contact,200,3831,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-06 11:44:18,103.21.92.207,GET,/contact,200,5935,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-03 12:08:38,103.21.181.184,GET,/about,200,18290,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-04 17:22:55,103.21.158.21,GET,/security,200,20855,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-06 13:54:27,103.21.201.147,GET,/student-portal/,200,22812,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-07 16:47:02,103.21.118.37,GET,/monitoring,200,7899,Mozilla/5.0 (Linux; Android 15) Chrome/140.0 Mobile
2026-09-05 18:53:39,103.21.54.102,GET,/health,200,942,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-03 16:24:39,103.21.158.21,POST,/monitoring,200,1454,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-05 12:11:31,103.21.92.207,GET,/student-portal/,200,17311,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-01 14:34:05,103.21.143.108,GET,/architecture,200,11870,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-01 15:20:19,103.21.154.160,GET,/health,200,15603,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-07 09:06:52,103.21.193.198,POST,/contact,201,11851,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-01 10:29:54,103.21.132.164,GET,/,200,14362,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-04 15:03:28,103.21.54.102,GET,/student-portal/,200,14529,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-02 12:34:33,103.21.132.164,GET,/architecture,200,5141,Mozilla/5.0 (Linux; Android 15) Chrome/140.0 Mobile
2026-09-07 12:51:27,103.21.154.160,GET,/architecture,200,13950,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-03 16:39:16,103.21.132.164,POST,/contact,200,20319,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-05 16:16:02,103.21.29.74,POST,/security,200,9039,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-05 17:49:46,103.21.20.186,GET,/architecture,200,9199,Mozilla/5.0 (Linux; Android 15) Chrome/140.0 Mobile
2026-09-01 09:38:15,103.21.193.198,POST,/monitoring,200,21400,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-04 17:25:41,103.21.88.23,POST,/architecture,200,14609,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-03 16:36:24,103.21.31.82,GET,/architecture,200,8727,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-01 01:26:29,103.21.129.244,GET,/monitoring,200,2291,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-04 18:27:16,103.21.209.229,GET,/,200,3052,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-07 11:45:23,103.21.181.184,GET,/,200,17413,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-04 13:06:55,103.21.62.1,GET,/s3,200,3937,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-06 23:55:47,103.21.251.238,GET,/,400,9906,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-07 20:35:43,103.21.20.186,GET,/student-portal/,200,5401,Mozilla/5.0 (Linux; Android 15) Chrome/140.0 Mobile
2026-09-05 17:34:10,103.21.92.207,GET,/,404,16162,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-01 17:09:50,103.21.116.3,GET,/health,200,9338,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-03 16:09:13,103.21.188.199,GET,/,200,15780,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-07 08:25:04,103.21.31.82,GET,/monitoring,200,18602,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-03 11:16:05,103.21.181.184,POST,/,200,15703,Mozilla/5.0 (Linux; Android 15) Chrome/140.0 Mobile
2026-09-02 18:55:08,103.21.141.216,GET,/monitoring,200,13290,Mozilla/5.0 (Linux; Android 15) Chrome/140.0 Mobile
2026-09-02 16:30:23,103.21.193.198,GET,/student-portal/,200,21462,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-07 17:18:51,103.21.181.184,GET,/student-portal/,200,7916,Mozilla/5.0 (Linux; Android 15) Chrome/140.0 Mobile
2026-09-03 15:58:02,103.21.141.216,GET,/security,200,23886,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-06 11:07:16,103.21.97.191,GET,/security,200,4790,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-04 20:18:48,103.21.58.230,GET,/s3,301,1484,Mozilla/5.0 (Linux; Android 15) Chrome/140.0 Mobile
2026-09-03 11:40:53,103.21.154.160,GET,/security,200,13997,Mozilla/5.0 (Linux; Android 15) Chrome/140.0 Mobile
2026-09-01 16:39:14,103.21.54.102,POST,/s3,304,2541,Mozilla/5.0 (Linux; Android 15) Chrome/140.0 Mobile
2026-09-03 19:12:34,103.21.225.166,GET,/health,200,3150,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-01 15:59:43,103.21.132.166,GET,/about,200,13719,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-03 17:41:55,103.21.143.108,GET,/,200,21646,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-06 13:13:29,103.21.31.82,GET,/,404,12005,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-02 14:51:41,103.21.193.198,POST,/projects,200,14348,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-04 16:12:05,103.21.251.238,GET,/contact,200,24697,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-02 12:20:45,103.21.174.81,POST,/,200,3095,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-02 11:46:49,103.21.209.229,POST,/architecture,400,24113,Mozilla/5.0 (Linux; Android 15) Chrome/140.0 Mobile
2026-09-03 17:40:02,103.21.88.23,GET,/s3,200,13200,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-01 18:26:05,103.21.210.26,GET,/s3,200,4743,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-03 21:51:36,103.21.62.1,GET,/monitoring,200,22767,Mozilla/5.0 (Linux; Android 15) Chrome/140.0 Mobile
2026-09-03 20:36:59,103.21.143.138,GET,/security,200,24025,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-07 18:08:17,103.21.210.26,GET,/,200,3542,Mozilla/5.0 (Linux; Android 15) Chrome/140.0 Mobile
2026-09-01 14:35:44,103.21.31.82,GET,/,200,23966,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-01 17:40:08,103.21.129.244,GET,/,200,4046,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-07 18:12:48,103.21.141.216,GET,/about,200,12734,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-05 04:02:19,103.21.118.37,GET,/security,200,3658,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-01 21:25:54,103.21.154.160,GET,/architecture,200,3127,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-02 11:15:32,103.21.132.166,GET,/health,200,7255,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-04 21:19:10,103.21.193.198,GET,/student-portal/,200,16639,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-07 14:22:11,103.21.158.21,GET,/,502,14930,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-02 15:05:50,103.21.20.186,GET,/,200,16847,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-02 16:39:10,103.21.118.37,GET,/health,200,6943,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-06 07:08:31,103.21.154.160,POST,/architecture,200,4934,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-01 20:31:59,103.21.92.207,GET,/health,200,18355,Mozilla/5.0 (Linux; Android 15) Chrome/140.0 Mobile
2026-09-07 07:25:14,103.21.174.81,GET,/architecture,200,17480,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-05 22:52:20,103.21.88.23,GET,/projects,200,5026,Mozilla/5.0 (Linux; Android 15) Chrome/140.0 Mobile
2026-09-06 09:57:57,103.21.188.199,GET,/projects,200,13826,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-02 18:33:51,103.21.129.244,POST,/health,200,17784,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-06 17:19:09,103.21.141.216,GET,/health,200,5845,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-07 21:44:01,103.21.65.90,GET,/architecture,200,21709,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-06 16:33:37,103.21.20.186,GET,/projects,200,15657,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-06 18:14:14,103.21.141.216,GET,/contact,200,12443,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-04 18:12:41,103.21.225.166,GET,/student-portal/,200,1576,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-04 08:54:37,103.21.154.160,GET,/,200,11820,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-02 07:02:01,103.21.201.147,GET,/monitoring,503,19504,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-03 16:21:13,103.21.62.1,GET,/security,200,10936,Mozilla/5.0 (Linux; Android 15) Chrome/140.0 Mobile
2026-09-06 04:12:55,103.21.65.90,GET,/,200,2230,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-04 11:56:46,103.21.27.227,GET,/,200,6039,Mozilla/5.0 (Linux; Android 15) Chrome/140.0 Mobile
2026-09-01 12:40:23,103.21.97.191,GET,/monitoring,200,18724,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-01 22:01:49,103.21.176.126,GET,/about,200,1869,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-02 20:59:01,103.21.197.126,GET,/,200,5688,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-01 14:45:07,103.21.210.26,POST,/contact,200,4327,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-07 13:36:01,103.21.225.166,GET,/health,200,24662,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-02 19:23:51,103.21.143.108,GET,/about,304,7209,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-04 18:50:34,103.21.75.74,GET,/,200,12282,Mozilla/5.0 (Linux; Android 15) Chrome/140.0 Mobile
2026-09-04 20:18:53,103.21.225.166,GET,/projects,200,5098,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
2026-09-01 15:53:57,103.21.188.199,POST,/health,200,16563,Mozilla/5.0 (Linux; Android 15) Chrome/140.0 Mobile
2026-09-04 12:40:28,103.21.92.207,GET,/projects,503,15803,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-06 12:14:25,103.21.221.244,GET,/architecture,200,13413,Mozilla/5.0 (Linux; Android 15) Chrome/140.0 Mobile
2026-09-04 21:00:36,103.21.221.244,GET,/architecture,200,7980,Mozilla/5.0 (X11; Linux x86_64) Chrome/140.0
2026-09-07 15:59:50,103.21.188.199,GET,/monitoring,200,4080,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-04 17:59:38,103.21.116.3,GET,/projects,200,10499,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/140.0
2026-09-01 19:29:11,103.21.176.126,GET,/monitoring,200,4677,Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) Safari/605.1
